institution,label,city,institution_state,inst_level,statefips
008864,ARIZONA ACADEMY OF BEAUTY,TUCSON,AZ,I,04
008871,CONCORDE CAREER INSTITUTE,DENVER,CO,I,08
008878,MIAMI INTERNATIONAL UNIV ART&DESIGN,MIAMI,FL,I,12
008880,MORRISON INSTITUTE OF TECHNOLOGY,MORRISON,IL,I,17
008887,CONCORDE CAREER INSTITUTE,PORTLAND,OR,I,41
008896,PIKES PEAK COMMUNITY COLLEGE,COLORADO SPRINGS,CO,I,08
008903,COLLEGE OF THE CANYONS,SANTA CLARITA,CA,I,06
008906,MACOMB COMMUNITY COLLEGE,WARREN,MI,I,26
008918,SADDLEBACK COLLEGE,MISSION VIEJO,CA,I,06
008919,NICOLET AREA TECHNICAL COLLEGE,RHINELANDER,WI,I,55
008938,GRAHAM HOSPITAL SCH OF NURSING,CANTON,IL,I,17
008939,CANNELLA SCHOOL OF HAIR DESIGN,BLUE ISLAND,IL,I,17
008946,PORT HURON COSMETOLOGY COLLEGE,WATERFORD,MI,I,26
008959,CLARKSBURG BEAUTY ACADEMY,CLARKSBURG,WV,I,54
008976,CLAYTON STATE UNIVERSITY,MORROW,GA,I,13
008988,LURLEEN B WALLACE COMMUNITY COLLEGE,ANDALUSIA,AL,I,01
009010,MADISONVILLE COMMUNITY COLLEGE,MADISONVILLE,KY,I,21
009029,NEIGHBORHOOD PLAYHOUSE,NEW YORK,NY,I,36
009032,EMPIRE COLLEGE,SANTA ROSA,CA,I,06
009043,ELMIRA BUSINESS INSTITUTE,ELMIRA,NY,I,36
009047,HUNTINGTON JUNIOR COLLEGE,HUNTINGTON,WV,I,54
009078,CAPRI INSTITUTE OF HAIR DESIGN,CLIFTON,NJ,I,34
009082,INTERNATIONAL BUSINESS COLLEGE,EL PASO,TX,I,48
009088,ITT TECHNICAL INSTITUTE,DAYTON,OH,I,39
009089,HANNIBAL-LAGRANGE COLLEGE,HANNIBAL,MO,I,29
009145,GOVERNORS STATE UNIVERSITY,UNIVERSITY PARK,IL,I,17
009156,WAYNE COUNTY SCHOOLS CAREER CENTER,SMITHVILLE,OH,I,39
009157,WYOTECH,LARAMIE,WY,I,56
009159,PAUL D CAMP COMMUNITY COLLEGE,FRANKLIN,VA,I,51
009160,RAPPAHANNOCK COMMUNITY COLLEGE,GLENNS,VA,I,51
009163,SAN ANTONIO COLLEGE,SAN ANTONIO,TX,I,48
009185,ROSE STATE COLLEGE,MIDWEST CITY,OK,I,40
009186,DEAN INSTITUTE OF TECHNOLOGY,PITTSBURGH,PA,I,42
009192,SIERRA NEVADA COLLEGE,INCLINE VILLAGE,NV,I,32
009194,LAKESHORE TECHNICAL COLLEGE,CLEVELAND,WI,I,55
009204,KIAMICHI TECHNOLOGY CENTER,WILBURTON,OK,I,40
009226,FRANCIS MARION UNIVERSITY,FLORENCE,SC,I,45
009230,WAYNE COUNTY COMMUNITY CLG-DISTRICT,DETROIT,MI,I,26
009231,WASHINGTON COUNTY COMMUNITY COLLEGE,CALAIS,ME,I,23
009236,NASHUA COMMUNITY COLLEGE,NASHUA,NH,I,33
009248,SAMARITAN HOSPITAL SCH NURSING,TROY,NY,I,36
009259,LARAMIE COUNTY COMMUNITY CLG,CHEYENNE,WY,I,56
009267,ALTIERUS CAREER COLLEGE,CHESAPEAKE,VA,I,51
009270,ART INSTITUTE OF ATLANTA (THE),ATLANTA,GA,I,13
009272,CRAFTON HILLS COLLEGE,YUCAIPA,CA,I,06
009273,COLEMAN UNIVERSITY,SAN DIEGO,CA,I,06
009275,NORTHERN KENTUCKY UNIVERSITY,HIGHLAND HEIGHTS,KY,I,21
009283,MIDWAY-PARIS BEAUTY SCHOOL,RIDGEWOOD,NY,I,36
009284,BRITTANY BEAUTY SCHOOL,LEVITTOWN,NY,I,36
009313,DAYMAR COLLEGE,OWENSBORO,KY,I,21
009314,GREAT FALLS COLLEGE MONTANA STATE UNIVER,GREAT FALLS,MT,I,30
009322,WILLIAMSBURG TECHNICAL COLLEGE,KINGSTREE,SC,I,45
009333,UNIV OF ILLINOIS AT SPRINGFIELD,SPRINGFIELD,IL,I,17
009335,MESIVTA EASTERN PKWY RABBINICAL CLG,BROOKLYN,NY,I,36
009336,JOHNSTON COMMUNITY COLLEGE,SMITHFIELD,NC,I,37
009344,RAMAPO COLLEGE OF NEW JERSEY,MAHWAH,NJ,I,34
009345,STOCKTON UNIVERSITY,GALLOWAY,NJ,I,34
009387,PERRY TECHNICAL INSTITUTE,YAKIMA,WA,I,53
009401,COLORADO CHRISTIAN UNIVERSITY,LAKEWOOD,CO,I,08
009407,LINCOLN COLLEGE OF NEW ENGLAND,SOUTHINGTON,CT,I,09
009412,FORTIS COLLEGE,CUYAHOGA FALLS,OH,I,39
009419,STATE CLG OF BEAUTY CULT-WAUSAU,WAUSAU,WI,I,55
009430,TRI-COUNTY COMMUNITY COLLEGE,MURPHY,NC,I,37
009450,TURTLE MTN CMNTY COLG-FIN AID OFC,BELCOURT,ND,I,38
009459,EMPIRE BEAUTY SCHOOL,PORTLAND,ME,I,23
009464,TENNESSEE COLLEGE OF APPLIED TECHNOLOGY-,PULASKI,TN,I,47
009466,BRIGHTWOOD COLLEGE,SAN ANTONIO,TX,I,48
009475,EDUCATORS OF BEAUTY,LA SALLE,IL,I,17
009479,SAINT VINCENTS CMC SI NURSING SCHOOL,STATEN ISLAND,NY,I,36
009507,GEORGIA HIGHLANDS COLLEGE,ROME,GA,I,13
009509,SKILLS & BUSINESS EDUCATION CENTER,SACRAMENTO,CA,I,06
009515,J MICHAEL HARROLD BEAUTY ACADEMY,TERRE HAUTE,IN,I,18
009523,BAHNER COLLEGE OF HAIRSTYLING,FREMONT,NE,I,31
009530,GERBER AKRON BEAUTY SCHOOL,AKRON,OH,I,39
009531,SPA SCHOOL (THE),COLUMBUS,OH,I,39
009535,STAUNTON SCHOOL OF COSMETOLOGY,STAUNTON,VA,I,51
009542,COMMUNITY COLLEGE OF DENVER,DENVER,CO,I,08
009543,RED ROCKS COMMUNITY COLLEGE,LAKEWOOD,CO,I,08
009544,SPOKANE FALLS COMMUNITY COLLEGE,SPOKANE,WA,I,53
009549,WESTERN TEXAS COLLEGE,SNYDER,TX,I,48
009567,TENNESSEE SCHOOL OF BEAUTY,KNOXVILLE,TN,I,47
009590,INDEPENDENCE COLLEGE OF COSMETOLOGY,INDEPENDENCE,MO,I,29
009593,LA'JAMES COLLEGE OF HAIRSTYLING,IOWA CITY,IA,I,19
009595,CANNELLA SCHOOL OF HAIR DESIGN,CHICAGO,IL,I,17
009600,COSMETOLOGY CAREERS UNLTD-DULUTH,DULUTH,MN,I,27
009602,REGENCY BEAUTY INSTITUTE,BROOKLYN PARK,MN,I,27
009607,HOUSE OF HEAVILIN BEAUTY COLLEGE,KANSAS CITY,MO,I,29
009617,CAPITOL BEAUTY SCHOOL,OMAHA,NE,I,31
009621,HERZING UNIVERSITY,MADISON,WI,I,55
009629,MOUNTAIN EMPIRE COMMUNITY COLLEGE,BIG STONE GAP,VA,I,51
009635,FLORIDA INTERNATIONAL UNIVERSITY,MIAMI,FL,I,12
009645,BARD COLLEGE AT SIMON'S ROCK,GREAT BARRINGTON,MA,I,25
009646,PIEDMONT COMMUNITY COLLEGE,ROXBORO,NC,I,37
009647,"OKLAHOMA STATE UNIV, OKLA CITY",OKLAHOMA CITY,OK,I,40
009651,TEXAS A&M INTERNATIONAL UNIVERSITY,LAREDO,TX,I,48
009652,"UNIVERSITY OF PUERTO RICO, PONCE",PONCE,PR,I,72
009660,TIFFIN ACADEMY OF HAIR DESIGN,TIFFIN,OH,I,39
009664,EMPIRE BEAUTY SCHOOL,WHITEHALL,PA,I,42
009673,RUDAE'S SCHOOL OF BEAUTY CULTURE,FORT WAYNE,IN,I,18
009684,BLUE RIDGE COMMUNITY COLLEGE,FLAT ROCK,NC,I,37
009704,NORTH SEATTLE COMMUNITY COLLEGE,SEATTLE,WA,I,53
009706,SOUTH SEATTLE COMMUNITY COLLEGE,SEATTLE,WA,I,53
009708,EVES COLLEGE OF HAIRSTYLING,LAWTON,OK,I,40
009710,TENNESSEE COLLEGE OF APPLIED TECHNOLOGY,HUNTSVILLE,TN,I,47
009721,BRADFORD SCHOOL,PITTSBURGH,PA,I,42
009723,ARIA HEALTH SCHOOL OF NURSING,FEASTERVILLE TREVOSE,PA,I,42
009739,GLEN DOW ACAD OF HAIR DESIGN,SPOKANE,WA,I,53
009741,UNIVERSITY OF TEXAS AT DALLAS,RICHARDSON,TX,I,48
009744,FOX VALLEY TECHNICAL COLLEGE,APPLETON,WI,I,55
009748,CARRINGTON COLLEGE,SACRAMENTO,CA,I,06
009762,UNIVERSITY OF SOUTHERN MAINE,PORTLAND,ME,I,23
009763,TULSA COMMUNITY COLLEGE,TULSA,OK,I,40
009764,TUNXIS COMMUNITY COLLEGE,FARMINGTON,CT,I,09
009765,THREE RIVERS COMMUNITY COLLEGE,NORWICH,CT,I,09
009768,UNIVERSITY OF NORTH TEXAS HEALTH SCIENCE,FORT WORTH,TX,I,48
009769,METROPOLITAN COLLEGE OF NEW YORK,NEW YORK,NY,I,36
009782,SAINT LUKE'S COLLEGE OF HEALTH SCIENCES,KANSAS CITY,MO,I,29
009786,IL EASTERN COMM COLGS-LINCOLN TRAIL,ROBINSON,IL,I,17
009797,MIDLAND COLLEGE,MIDLAND,TX,I,48
009800,RUSH UNIVERSITY,CHICAGO,IL,I,17
009826,KENNEBEC VALLEY  COMMUNITY  COLLEGE,FAIRFIELD,ME,I,23
009828,ALTIERUS CAREER EDUCATION,SOUTHFIELD,MI,I,26
009831,MODEL COLLEGE OF HAIR DESIGN,SAINT CLOUD,MN,I,27
009837,ITT TECHNICAL INSTITUTE,YOUNGSTOWN,OH,I,39
009841,UNIVERSITY OF NORTH FLORIDA,JACKSONVILLE,FL,I,12
009862,CLARKSON COLLEGE,OMAHA,NE,I,31
009863,PENNSYLVANIA COLLEGE OF HEALTH SCIENCES,LANCASTER,PA,I,42
009873,AVEDA INSTITUTE TWIN FALLS,TWIN FALLS,ID,I,16
009893,COLLEGE OF HEALTH SCIENCES - CHRV,ROANOKE,VA,I,51
009896,OAKTON COMMUNITY COLLEGE,DES PLAINES,IL,I,17
009898,AVERY JAMES SCHOOL OF COSMETOLOGY,LAKE CHARLES,LA,I,22
009899,LOWELL ACADEMY HAIRSTYLING INST,LOWELL,MA,I,25
009902,SHERIDAN TECHNICAL CENTER,HOLLYWOOD,FL,I,12
009903,VANCE-GRANVILLE CMTY COLLEGE,HENDERSON,NC,I,37
009910,TECHNICAL COLLEGE OF THE LOWCOUNTRY,BEAUFORT,SC,I,45
009911,UNIV OF SC-REGIONAL CAMPUSES ADMIN,COLUMBIA,SC,I,45
009912,VOLUNTEER STATE COMMUNITY COLLEGE,GALLATIN,TN,I,47
009914,ROANE STATE COMMUNITY COLLEGE,HARRIMAN,TN,I,47
009917,IVY TECH COMMUNITY COLLEGE OF INDIANA,INDIANAPOLIS,IN,I,18
009928,PIEDMONT VIRGINIA COMMUNITY COLLEGE,CHARLOTTESVILLE,VA,I,51
009929,SUNY COLLEGE OF OPTOMETRY,NEW YORK,NY,I,36
009930,UNIVERSITY OF TEXAS-PERMIAN BASIN,ODESSA,TX,I,48
009936,MIDDLESEX COMMUNITY COLLEGE,BEDFORD,MA,I,25
009937,NEBR METHODIST CLG OF NURS ALLD HLTH,OMAHA,NE,I,31
009941,BELMONT TECHNICAL COLLEGE,SAINT CLAIRSVILLE,OH,I,39
009942,SHAWNEE STATE UNIVERSITY,PORTSMOUTH,OH,I,39
009948,NEUMONT COLLEGE OF COMPUTER SCIENCE,SALT LAKE CITY,UT,I,49
009962,LUNA COMMUNITY COLLEGE,LAS VEGAS,NM,I,35
009963,CADDO KIOWA VOC TECH CENTER,FORT COBB,OK,I,40
009964,CENTRAL OKLAHOMA AREA VOC TECH SCH,DRUMRIGHT,OK,I,40
009965,CANADIAN VALLEY TECHNOLOGY CENTER,EL RENO,OK,I,40
009968,GORDON COOPER TECHNOLOGY CENTER,SHAWNEE,OK,I,40
009976,COLLEGE OF THE OUACHITAS,MALVERN,AR,I,05
009980,GEORGE C WALLACE STATE CMTY COLLEGE,SELMA,AL,I,01
009981,MORGAN COMMUNITY COLLEGE,FORT MORGAN,CO,I,08
009987,SAINT ANTHONY COLLEGE OF NURSING,ROCKFORD,IL,I,17
009989,SANTA BARBARA BUSINESS COLLEGE,BAKERSFIELD,CA,I,06
009994,PASSAIC COUNTY COMMUNITY COLLEGE,PATERSON,NJ,I,34
010010,AMERICAN SAMOA CMNTY COLLEGE,PAGO PAGO,AS,I,60
010014,GARRETT COMMUNITY COLLEGE,MCHENRY,MD,I,24
010015,BAYAMON CENTRAL UNIVERSITY,BAYAMON,PR,I,72
010017,PAYNE THEOLOGICAL SEMINARY,WILBERFORCE,OH,I,39
010019,UNIV OF TEXAS SOUTHWESTERN MED CTR,DALLAS,TX,I,48
010020,LEWIS AND CLARK COMMUNITY COLLEGE,GODFREY,IL,I,17
010021,TJU - MEDICAL COLLEGE,PHILADELPHIA,PA,I,42
010027,JAMES A. RHODES STATE COLLEGE,LIMA,OH,I,39
010043,BON SECOURS MEMORIAL COLLEGE OF NURSING,RICHMOND,VA,I,51
010051,LA GUARDIA CMTY COLLEGE - CUNY,LONG ISLAND CITY,NY,I,36
010052,JEFFERSON-LEWIS BOCES PRAC NRSGPRG,WATERTOWN,NY,I,36
010053,INDIAN CAPITAL TECHNOLGY CENTER #4,MUSKOGEE,OK,I,40
010056,AIKEN TECHNICAL COLLEGE,AIKEN,SC,I,45
010060,VERNON COLLEGE,VERNON,TX,I,48
010061,BRYANT & STRATTON COLLEGE - VIRGINIA BEA,VIRGINIA BEACH,VA,I,51
010071,ROGUE COMMUNITY COLLEGE,GRANTS PASS,OR,I,41
010097,CUNY-MEDGAR W EVERS COLLEGE,BROOKLYN,NY,I,36
010111,CERRO-COSO COMMUNITY COLLEGE,RIDGECREST,CA,I,06
010115,UNIVERSITY OF TEXAS-SAN ANTONIO,SAN ANTONIO,TX,I,48
010122,PHAGANS' MEDFORD BEAUTY SCHOOL,MEDFORD,OR,I,41
010130,WADE COLLEGE,DALLAS,TX,I,48
010138,STEWART SCHOOL,SIOUX FALLS,SD,I,46
010142,TOURO COLLEGE,NEW YORK,NY,I,36
010147,WESTERN SUFFOLK BOCES,NORTHPORT,NY,I,36
010148,COLORADO TECHNICAL UNIVERSITY,COLORADO SPRINGS,CO,I,08
010151,VINCENNES BEAUTY COLLEGE,VINCENNES,IN,I,18
010168,NATIONWIDE BEAUTY ACADEMY,COLUMBUS,OH,I,39
010170,WESTERN DAKOTA TECHNICAL INSTITUTE,RAPID CITY,SD,I,46
010176,WESTMORELAND COUNTY COMMUNITY CLG,YOUNGWOOD,PA,I,42
010195,ART INSTITUTE OF FT LAUDERDALE,FORT LAUDERDALE,FL,I,12
010198,ECPI UNIVERSITY,VIRGINIA BEACH,VA,I,51
010219,MEREDITH MANOR EQUESTRIAN CENTRE,WAVERLY,WV,I,54
010223,MIAMI DADE COLLEGE - NORTH CAMPUS,MIAMI,FL,I,12
010248,ART INSTITUTES INTERNATIONAL MINNESOTA (,MINNEAPOLIS,MN,I,27
010256,BENEDICTINE COLLEGE,ATCHISON,KS,I,20
010264,"SOUTH COLLEGE - ASHEVILLE, NC",ASHEVILLE,NC,I,37
010266,RANDALL UNIVERSITY,MOORE,OK,I,40
010280,OHIO STATE BEAUTY ACADEMY,LIMA,OH,I,39
010286,EMPIRE STATE COLLEGE,SARATOGA SPRINGS,NY,I,36
010316,LINCOLN COLLEGE OF TECHNOLOGY - MELROSE,MELROSE PARK,IL,I,17
010319,FORTIS INSTITUTE,TOWSON,MD,I,24
010323,HANNAH E MULLINS SCH-PRAC NRSG,SALEM,OH,I,39
010338,EASTERN VIRGINIA MEDICAL SCHOOL,NORFOLK,VA,I,51
010340,LOS MEDANOS COLLEGE,PITTSBURG,CA,I,06
010342,SOUTHERN OKLAHOMA TECHNOLOGY CENTER,ARDMORE,OK,I,40
010343,COLLEGE OF MICRONESIA - FSM,"KOLONIA, POHNPEI",FM,I,64
010345,CINCINNATI STATE TECH & COMM CLG,CINCINNATI,OH,I,39
010362,COLLEGE OF SOUTHERN NEVADA,LAS VEGAS,NV,I,32
010363,TRUCKEE MEADOWS COMMUNITY CLG,RENO,NV,I,32
010364,WHATCOM COMMUNITY COLLEGE,BELLINGHAM,WA,I,53
010374,METROPOLITAN STATE UNIVERSITY,ST PAUL,MN,I,27
010378,RABBINICAL COLLEGE OF LONG ISLAND,LONG BEACH,NY,I,36
010387,EL PASO COMMUNITY COLLEGE,EL PASO,TX,I,48
010388,READING AREA COMMUNITY COLLEGE,READING,PA,I,42
010390,WINDWARD COMMUNITY COLLEGE,KANEOHE,HI,I,15
010391,OKLAHOMA CITY COMMUNITY COLLEGE,OKLAHOMA CITY,OK,I,40
010392,LIBERTY UNIVERSITY,LYNCHBURG,VA,I,51
010395,UNIVERSITY OF SAN DIEGO,SAN DIEGO,CA,I,06
010402,DAKOTA COUNTY TECHNICAL COLLEGE,ROSEMOUNT,MN,I,27
010405,PINNACLE CAREER INSTITUTE,KANSAS CITY,MO,I,29
010406,JOSEF'S SCHOOL OF HAIR DESIGN,GRAND FORKS,ND,I,38
010409,TRICOCI U OF BEAUTY CULTURE-LAFAYETTE,LAFAYETTE,IN,I,18
010410,BRIGHTWOOD COLLEGE,TOWSON,MD,I,24
010422,HOUSTON COMMUNITY COLLEGE,HOUSTON,TX,I,48
010424,SALON PROFESSIONAL ACADEMY THE,LEXINGTON,KY,I,21
010438,HASKELL INDIAN NATIONS UNIVERSITY,LAWRENCE,KS,I,20
010439,SOUTHWEST TENNESSEE COMMUNITY COLLG,MEMPHIS,TN,I,47
010442,OAKLAND COMMUNITY COLLEGE - ROYAL OAK CA,ROYAL OAK,MI,I,26
010453,WASHINGTON STATE CMTY COLLEGE,MARIETTA,OH,I,39
010460,AMERICAN BAPTIST THEOLOGICAL SEMINA,NASHVILLE,TN,I,47
010474,MARYMOUNT CALIFORNIA UNIVERSITY,RANCHO PALOS VERDES,CA,I,06
010487,WEST GEORGIA TECHNICAL COLLEGE,WACO,GA,I,13
010489,AMERICAN NATIONAL UNIVERSITY,LEXINGTON,KY,I,21
010491,HENNEPIN TECHNICAL COLLEGE,BROOKLYN PARK,MN,I,27
010501,LAKEVIEW  COLLEGE OF NURSING,DANVILLE,IL,I,17
010503,WICHITA TECHNICAL INSTITUTE,WICHITA,KS,I,20
010509,HALLMARK UNIVERSITY,SAN ANTONIO,TX,I,48
010530,QUINEBAUG VALLEY COMMUNITY COLLEGE,DANIELSON,CT,I,09
010542,EMPIRE BEAUTY SCHOOL,MOOSIC,PA,I,42
010546,CENTURY COLLEGE,WHITE BEAR LAKE,MN,I,27
010549,KEHILATH YAKOV RABBINICAL SEMINARY,OSSINING,NY,I,36
010551,NEW YORK SCH MED & DENTAL ASSISTANT,LONG ISLAND CITY,NY,I,36
010567,COLEGIO TECNOLOGICO DE SAN JUAN,SAN JUAN,PR,I,72
010573,WEST VIRGINIA JUNIOR COLLEGE,CHARLESTON,WV,I,54
010618,MID-AMERICA CLG FUNERAL SERVICE,JEFFERSONVILLE,IN,I,18
010627,ITT TECHNICAL INSTITUTE,WYOMING,MI,I,26
010629,P B COSMETOLOGY EDUCATION CENTRE,GLOUCESTER CITY,NJ,I,34
010630,NORTHERN INSTITUTE OF COSMETOLOGY,LORAIN,OH,I,39
010641,SOUTHERN WESTCHESTER BOCES,MAMARONECK,NY,I,36
010652,PASCO-HERNANDO COMMUNITY CLG,NEW PORT RICHEY,FL,I,12
010684,ERIE COMMUNITY COLLEGE-ALL CAMPUSES,BUFFALO,NY,I,36
010689,WASHBURN INSTITUTE OF TECHNOLOGY,TOPEKA,KS,I,20
010695,TRI-COUNTY BEAUTY ACADEMY,LITCHFIELD,IL,I,17
010700,TENNESSEE COLLEGE OF APPLIED TECHNOLOGY-,JACKSBORO,TN,I,47
010717,GREAT PLAINS TECHNOLOGY CENTER SCHOOL DI,LAWTON,OK,I,40
010724,CARLOS ALBIZU UNIVERSITY,SAN JUAN,PR,I,72
010727,DEVRY UNIVERSITY,CHICAGO,IL,I,17
010736,MARION TECHNICAL COLLEGE,MARION,OH,I,39
010741,MELLIE'S BEAUTY COLLEGE,FORT SMITH,AR,I,05
010761,DALLAS INSTITUTE OF FUNERAL SERVICE,DALLAS,TX,I,48
010762,WESTERN OK AREA VOC TECH SCH DIST12,BURNS FLAT,OK,I,40
010763,INTER AMERICAN UNIVERSITY OF PUERTO RICO,FAJARDO,PR,I,72
010764,INTER AMERICAN UNIVERSITY OF PUERTO RICO,GUAYAMA,PR,I,72
010771,GUPTON JONES COLLEGE,DECATUR,GA,I,13
010779,PORTER AND CHESTER INSTITUTE-ALLCAMPUSES,STRATFORD,CT,I,09
010813,AMERICAN ACAD MCALLISTER INST,NEW YORK,NY,I,36
010814,PITTSBURGH INST MORTUARY SCIENCE,PITTSBURGH,PA,I,42
010819,CONSERVATORIO DE MUSICA DE PUERTO RICO,SAN JUAN,PR,I,72
010822,VIRGINIA SCH OF HAIR DESIGN,HAMPTON,VA,I,51
010826,TOM P. HANEY TECHNICAL CENTER,PANAMA CITY,FL,I,12
010827,DAVID PRESSLEY PROF SCH OF COSMTLGY,ROYAL OAK,MI,I,26
010836,PIVOT POINT ACADEMY,BLOOMINGDALE,IL,I,17
010847,ARIZONA AUTOMOTIVE INSTITUTE,GLENDALE,AZ,I,04
010858,AVALON SCHOOL OF COSMETOLOGY,MESA,AZ,I,04
010879,RICHLAND COMMUNITY COLLEGE,DECATUR,IL,I,17
010880,CHATFIELD COLLEGE,SAINT MARTIN,OH,I,39
010903,RIZZIERI INSTITUTE,VOORHEES,NJ,I,34
010906,CINCINNATI CLG OF MORTUARY SCIENCE,CINCINNATI,OH,I,39
010913,MADISON MEDIA INSTITUTE,MADISON,WI,I,55
010920,WEST VIRGINIA NORTHERN CMTY COLLEGE,WHEELING,WV,I,54
010922,UNIVERSITY OF PUERTO RICO - UTUADO,UTUADO,PR,I,72
010923,UNION INSTITUTE & UNIVERSITY,CINCINNATI,OH,I,39
010943,RABBINICAL COLLEGE BETH SHRAGA,MONSEY,NY,I,36
010975,UNIVERSITY OF PUERTO RICO BAYAMON TECHNI,BAYAMON,PR,I,72
010997,EAST GEORGIA COLLEGE,SWAINSBORO,GA,I,13
010998,PENNSYLVANIA INSTITUTE OF TECH,MEDIA,PA,I,42
011009,PALAU COMMUNITY COLLEGE,WESTERN CAROLINA ISLAND,PW,I,70
011046,CENTRAL OHIO TECHNICAL COLLEGE,NEWARK,OH,I,39
011076,SH-OR YOSHUV RABBINICAL COLLEGE,FAR ROCKAWAY,NY,I,36
011098,FLINT INSTITUTE OF BARBERING,FLINT,MI,I,26
011112,FIDM-FASHION INSTITUTE OF DESIGN,LOS ANGELES,CA,I,06
011113,MAHARISHI UNIV OF MANAGEMENT,FAIRFIELD,IA,I,19
011117,ALLIANT INTERNATIONAL UNIVERSITY,SAN DIEGO,CA,I,06
011133,EASTERN IDAHO TECHNICAL COLLEGE,IDAHO FALLS,ID,I,16
011141,STARK STATE COLLEGE,NORTH CANTON,OH,I,39
011145,LONE STAR COLLEGE SYSTEM,HOUSTON,TX,I,48
011150,ASNUNTUCK COMMUNITY COLLEGE,ENFIELD,CT,I,09
011161,TEXAS A&M UNIV CORPUS CHRISTI,CORPUS CHRISTI,TX,I,48
011163,UNIVERSITY OF TEXAS AT TYLER,TYLER,TX,I,48
011166,BROADVIEW UNIVERSITY,WEST JORDAN,UT,I,49
011167,COMMUNITY COLLEGE OF VERMONT,MONTPELIER,VT,I,50
011185,SOUTHWESTERN INDIAN POLYTECH INST,ALBUQUERQUE,NM,I,35
011189,UNITED TALMUDICAL SEMINARY,BROOKLYN,NY,I,36
011192,BETH HAMEDRASH SHAAREI YOSHER INST,BROOKLYN,NY,I,36
011194,STANLY COMMUNITY COLLEGE,ALBEMARLE,NC,I,37
011197,MAYLAND COMMUNITY COLLEGE,SPRUCE PINE,NC,I,37
011206,PIONEER TECHNOLOGY CENTER,PONCA CITY,OK,I,40
011208,ASSOCIATED BETH RIVKAH SCHOOLS,BROOKLYN,NY,I,36
011210,BUNKER HILL COMMUNITY COLLEGE,CHARLESTOWN,MA,I,25
011245,WEST VIRGINIA SCH OSTEOPATHIC MED,LEWISBURG,WV,I,54
011385,COLLEGE OF THE ATLANTIC,BAR HARBOR,ME,I,23
011459,UNIVERSITY OF WISCONSIN-FOX VALLEY,MENASHA,WI,I,55
011460,NATIONAL UNIVERSITY,LA JOLLA,CA,I,06
011462,UNIVERSITY OF ALASKA ANCHORAGE,ANCHORAGE,AK,I,02
011477,SANFORD MEDICAL CENTER,SIOUX FALLS,SD,I,46
011481,DIVERS INSTITUTE OF TECHNOLOGY,SEATTLE,WA,I,53
011484,ADVANCED INSTITUTE OF HAIR DESIGN,MILWAUKEE,WI,I,55
011505,TRICOCI UNIVERSITY OF BEAUTY CULTURE,HIGHLAND,IN,I,18
011519,JOSEPH'S COLLEGE OF BEAUTY/ALL CAMPUSES,LINCOLN,NE,I,31
011537,MID-AMERICA TECHNOLOGY CENTER,WAYNE,OK,I,40
011596,SYLVAIN MELLOUL INTERNATIONAL HAIR ACADE,LYNCHBURG,VA,I,51
011614,CHAMPLAIN VALLEY HOSP SCH RAD TECH,PLATTSBURGH,NY,I,36
011617,CENTER FOR ALLIED HEALTH EDUCATION,BROOKLYN,NY,I,36
011621,AUTOMOTIVE TRAINING CENTER,EXTON,PA,I,42
011622,WELDER TRAINING & TESTING INST,ALLENTOWN,PA,I,42
011631,"D-JAY'S SCHL OF BEAUTY, ARTS & SCI",BATON ROUGE,LA,I,22
011644,UNIV OF MARYLAND UNIVERSITY COLLEGE,ADELPHI,MD,I,24
011648,THOMAS EDISON STATE COLLEGE,TRENTON,NJ,I,34
011670,YESHIVA OF NITRA RABBINICAL COLLEGE -,MOUNT KISCO,NY,I,36
011672,MENDOCINO COLLEGE,UKIAH,CA,I,06
011673,MAINE COLLEGE OF ART,PORTLAND,ME,I,23
011677,MEMORIAL SLOAN KETTERING CANCER CTR,NEW YORK,NY,I,36
011678,SUNY POLYTECHNIC INSTITUTE,UTICA,NY,I,36
011686,RASMUSSEN COLLEGE - BLOOMINGTON,BLOOMINGTON,MN,I,27
011707,NORTH-WEST COLLEGE,WEST COVINA,CA,I,06
011711,UNIVERSITY OF HOUSTON-CLEAR LAKE,HOUSTON,TX,I,48
011715,JOSEPH F. MCCLOSKEY SCHOOL OF NURSING AT,POTTSVILLE,PA,I,42
011718,UNIVERSIDAD DEL ESTE,CAROLINA,PR,I,72
011719,UNIVERSIDAD DEL TURABO,GURABO,PR,I,72
011727,DELAWARE TECHNICAL COMMUNITY COLLEGE,DOVER,DE,I,10
011744,NATIONAL BEAUTY COLLEGE,NORTH CANTON,OH,I,39
011745,OHIO TECHNICAL COLLEGE,CLEVELAND,OH,I,39
011749,WOOD COUNTY SCH OF PRAC NURSING,PARKERSBURG,WV,I,54
011799,PAUL MITCHELL THE SCHOOL FAYETTEVILLE,FAYETTEVILLE,NC,I,37
011810,TAYLOR BUSINESS INSTITUTE,CHICAGO,IL,I,17
011821,YESHIVATH ZICHRON MOSHE,SOUTH FALLSBURG,NY,I,36
011824,WISCONSIN INDIANHEAD TECH CLG WITC,SHELL LAKE,WI,I,55
011830,BERK TRADE AND BUSINESS SCHOOL,LONG ISLAND CITY,NY,I,36
011852,ITT TECHNICAL INSTITUTE,PORTLAND,OR,I,41
011859,WORD OF LIFE BIBLE INSTITUTE,POTTERSVILLE,NY,I,36
011860,MERCY MED CNTR SCHL OF RADIOGRAPHY,ROCKVILLE CENTRE,NY,I,36
